province,region,hosp_class,hosp_name,beds_usable,beds_approved,beds_surgical_usable,beds_surgical_approved,surgeons_qualified,surgeons_unqualified,theatres,hosp_contact,hosp_type,last_update_day,last_updated_month,last_updated_year,source,source_name,source_surname,source_email,source_phone
GP,Johannesburg MM,Life,Life Brenthurst Clinic Hospital,233,,60,,,,8,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Johannesburg MM,Life,Life Carstenhof Clinic Hospital,153,,56,,,,6,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Johannesburg MM,Independent,Cure Day clinic Midstream,20,,20,,,,2,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Johannesburg MM,Clinix,Clinix Private Hospital Soweto,146,,28,,,,3,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Johannesburg MM,Clinix,Clinix Selby Park Hospital ,642,,55,,,,5,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Johannesburg MM,Life,Life Fourways Hospital,194,,59,,,,10,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Johannesburg MM,Life,Life Flora Clinic Hospital,316,,112,,,,10,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Johannesburg MM,Independent,Fordsburg Clinic Hospital,30,,30,,,,4,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Johannesburg MM,Netcare,Netcare Garden City Clinic Hospital,363,,104,,,,12,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Johannesburg MM,Lenmed,Lenmed Clinic Hospital,192,,72,,,,5,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Johannesburg MM,Clinix,Clinix Lesedi Private Hospital,175,,26,,,,4,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Johannesburg MM,Life,Life Sandton Surgical Centre,20,,20,,,,3,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Johannesburg MM,Netcare,Linksfield Park Netcare Hospital,283,,107,,,,10,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Johannesburg MM,Independent,Mayo Hospital,20,,20,,,,2,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Johannesburg MM,Netcare,Netcare Milpark Hospital,346,,155,,,,13,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Johannesburg MM,Mediclinic,Morningside Mediclinic Hospital,230,,62,,,,8,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Johannesburg MM,Netcare,Netcare Olivedale Hospital,265,,166,,,,10,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Johannesburg MM,Netcare,Netcare Mulbarton Hospital,216,,70,,,,5,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Johannesburg MM,Netcare,Netcare Park Lane Clinic Hospital,204,,40,,,,11,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Johannesburg MM,Netcare,Netcare Rand Clinic Hospital,144,,50,,,,5,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Johannesburg MM,Netcare,Netcare Rosebank Clinic Hospital,128,,55,,,,6,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Johannesburg MM,Mediclinic,Sandton Mediclinic Hospital,379,,114,,,,10,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Johannesburg MM,Netcare,Netcare Sunninghill Hospital,265,,90,,,,6,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Johannesburg MM,Netcare,Netcare Waterfall City Hospital,126,,36,,,,1,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Johannesburg MM,Independent,Wits Donald Gordon Medical Centre/kenridge hospital,190,,85,,,,9,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Johannesburg MM,Clinix,Tshepo Themba Clinix Hospital,120,,28,,,,3,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Johannesburg MM,Life,Life Wilgeheuwel Hospital,220,,93,,,,7,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Johannesburg MM,Lenmed,Zamokuhle Private Hospital,36,,8,,,,2,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Sedibeng DM,Independent,Cormed clinic,32,,8,,,,2,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Sedibeng DM,Netcare,Netcare Vaalpark Hospital ,68,,20,,,,3,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Sedibeng DM,Clinix,Clinix Naledi - Nkanyezi Private Hospital ,160,,50,,,,3,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Sedibeng DM,Mediclinic,Emfuleni Mediclinic Hospital (Vanderbijlpark),155,,31,,,,4,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Sedibeng DM,Independent,Midvaal Private Hospital,94,,53,,,,5,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Sedibeng DM,Life,Life Suikerbosrand Clinic Hospital,80,,24,,,,2,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Sedibeng DM,Mediclinic,Vereeniging Medicinic Hospital,267,,66,,,,7,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Tshwane MM,Netcare,Netcare Akasia Clinic Hospital,162,,52,,,,5,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Tshwane MM,Netcare,Netcare Bougainville Private Hospital,60,,36,,,,3,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Tshwane MM,Mediclinic,Mediclinic Hospital/Thabazimbi,21,,5,,,,1,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Tshwane MM,Life,Life Eugene Marais Hospital,364,,129,,,,13,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Tshwane MM,Life,Life Faerie Glen Hospital,87,,52,,,,5,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Tshwane MM,Life,Life Brooklyn Hospital,27,,27,,,,4,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Tshwane MM,Netcare,Netcare Femina Clinic Hospital,134,,25,,,,5,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Tshwane MM,Netcare,Netcare Jakaranda Hospital,130,,30,,,,6,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Tshwane MM,Mediclinic,Mediclinic Kloof Hospital,205,,56,,,,10,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Tshwane MM,Mediclinic,Mediclinic Medforum,204,,52,,,,14,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Tshwane MM,Mediclinic,Mediclinic Heart Hospital,90,,20,,,,3,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Tshwane MM,Mediclinic,Mediclinic Legae Private Hospital,147,,38,,,,4,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Tshwane MM,Life,Life Little Company of Mary Hospital,214,,85,,,,8,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Tshwane MM,Independent,Louis Pasteur Private Hospital,240,,34,,,,5,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Tshwane MM,Netcare,Netcare Montana Private Hospital,170,,60,,,,6,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Tshwane MM,Netcare,Moot General Netcare Hospital,92,,30,,,,3,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Tshwane MM,Mediclinic,Mediclinic Muelmed Hospital,222,,48,,,,8,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Tshwane MM,Life,Life Pretoria North Surgical Centre,12,,12,,,,2,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Tshwane MM,Netcare,Netcare Pretoria East Hospital,358,,92,,,,14,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Tshwane MM,Netcare,Netcare Unitas Hospital,469,,168,,,,16,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Tshwane MM,Life,Life Wilgers Hospital,360,,127,,,,15,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Tshwane MM,Independent,Wisani Medical Centre Hospital,12,,0,,,,0,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,Tshwane MM,Independent,Zuid Afrikaans Hospital,139,,92,,,,9,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,West Rand DM,Independent,Leslie Williams Memorial Hospital,109,,52,,,,3,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,West Rand DM,Netcare,Netcare Constantia Day clinic,24,,24,,,,3,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,West Rand DM,Netcare,Netcare Protea Day Clinic,10,,10,,,,2,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,West Rand DM,Netcare,Netcare Bell Street Hospital,50,,10,,,,4,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,West Rand DM,Netcare,Netcare Krugersdorp Hospital,285,,135,,,,11,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,West Rand DM,Life,Life Robinson Private Hospital,109,,40,,,,4,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,West Rand DM,Independent,Sir Albert Medical Centre,174,,65,,,,5,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
GP,West Rand DM,Mining,Anglogold Western Deep Levels Hospital,294,,93,,,,4,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
KZN,Amajuba DM,Mediclinic,Newcastle Mediclinic Private Hospital,138,,36,,,,5,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
KZN,eThekwini MM,Life,Life Chatsmed Garden Hospital,177,,54,,,,7,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
KZN,eThekwini MM,Independent,Ascot Park Medical Centre,74,,20,,,,2,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
KZN,eThekwini MM,Independent,City Hospital,158,,40,,,,7,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
KZN,eThekwini MM,Life,Life Crompton Hospital,163,,30,,,,4,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
KZN,eThekwini MM,Independent,Daymed Private Hospital,52,,20,,,,2,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
KZN,eThekwini MM,Independent,Durdoc Hospital,50,,12,,,,4,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
KZN,eThekwini MM,Life ,Life Entabeni Hospital,286,,126,,,,13,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
KZN,eThekwini MM,Independent,eThekwini Hospital and Heart Centre,246,,71,,,,7,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
KZN,eThekwini MM,Independent,Isipingo Hospital,168,,20,,,,4,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
KZN,eThekwini MM,Netcare,Netcare Kingsway Hospital,180,,52,,,,6,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
KZN,eThekwini MM,Life,Life Mount Edgecombe Hospital,173,,52,,,,4,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
KZN,eThekwini MM,Life,Life Nu-Shifa Hospital,133,,46,,,,3,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
KZN,eThekwini MM,Netcare,Netcare Parklands Hospital,212,,43,,,,8,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
KZN,eThekwini MM,Netcare,Netcare St Augustine's Hospital,418,,185,,,,15,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
KZN,eThekwini MM,Netcare,Netcare Umhlanga Hospital,224,,82,,,,8,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
KZN,eThekwini MM,Mediclinic,Victoria Mediclinic Hospital,120,,25,,,,4,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
KZN,eThekwini MM,Life,Life Westville Hospital,270,,85,,,,11,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
KZN,iLembe DM,Netcare,Netcare Alberlito Hospital,119,,25,,,,3,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
KZN,Sisonke DM,Netcare,Netcare Kokstad hospital,36,,15,,,,2,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
KZN,Sisonke DM,Independent,Hibiscus Hospital,103,,22,,,,2,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
KZN,Ugu DM,Netcare,Netcare Margate Hospital,99,,22,,,,4,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
KZN,Ugu DM,Independent,Midlands Medical Centre Hospital,225,,61,,,,5,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
KZN,Ugu DM,Independent,Shelly Beach Day hospital,64,,0,,,,0,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
KZN,uMgungundlovu DM,Mediclinic,Pietermaritzburg Mediclinic Hospital,139,,42,,,,6,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
KZN,uMgungundlovu DM,Mediclinic,Mediclinic Howick Private Hospital,26,,20,,,,2,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
KZN,uMgungundlovu DM,Netcare,Netcare St Anne's Hospital,179,,72,,,,8,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
KZN,Uthukela DM,Lenmed,Verna Hospital,105,,34,,,,3,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
KZN,Uthungulu DM,Life,Life Empangeni Garden Clinic Hospital,174,,56,,,,5,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
KZN,Uthungulu DM,Netcare,Netcare The Bay Hospital,263,,78,,,,7,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
KZN,Zululand DM,Independent,Pongola Hospital,28,,3,,,,1,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
WC,Cape Town MM,Independent,Broad Road Surgical clinic,27,,27,,,,4,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
WC,Cape Town MM,Melomed,Melomed Bellville ,123,,58,,,,4,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
WC,Cape Town MM,Mediclinic,Cape Gate Mediclinic Hospital ,140,,45,,,,5,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
WC,Cape Town MM,Mediclinic,Cape Town Mediclinic Private Hospital,125,,37,,,,5,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
WC,Cape Town MM,Netcare,Christiaan Barnard Memorial Private Hospital,248,,72,,,,14,,private,,3,2016,https://figshare.com/articles/SURGICAL_RESOURCES_latestmarch2016_xlsx/12066711,Angela,Dell,angelajdell@gmail.com,
