lat,long,name,place_id,osm_type,osm_id,ref,lat.1,lon,lat_min,lat_max,lon_min,lon_max,address29,city,country,country_code,county,neighbourhood,postcode,road,state,suburb,pharmacy,hospital,village,town,clinic,atm,cafe,house_number,residential,doctors,dentist,mall,building,commercial,house,fuel,convenience,pedestrian,supermarket,school,community_centre,alcohol,fast_food,clothes,parking,museum,retail,place_of_worship,path,bank,beauty,address26,restaurant,laundry,bar,chemist,university,hairdresser,shopping_centre,industrial,hardware,library,footway,golf_course,garden_centre,post_office,guest_house,veterinary,books,optician,computer,doityourself,travel_agency,sports_centre,farmyard,city_district,zoo,courthouse,hifi,dry_cleaning,butcher,electronics,theme_park
30.34312789627984,-30.727153925443048,"Murchison Provincial District Hospital, N2, Hibiscus Coast Ward 22, Hibiscus Coast Local Municipality, Ugu District Municipality, KwaZulu-Natal, South Africa",16295201,node,1491271149,Murchison Provincial District Hospital,-30.7271539,30.3431279,-30.7272539,-30.7270539,30.3430279,30.3432279,NA,Hibiscus Coast Local Municipality,South Africa,za,Ugu District Municipality,NA,NA,N2,KwaZulu-Natal,Hibiscus Coast Ward 22,NA,Murchison Provincial District Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28.214949940031744,-25.772280042041444,"Cafe 41, George Storrar Drive, Tshwane Ward 59, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0011, South Africa",914226,node,286987177,Cafe 41,-25.7721,28.21492,-25.7722,-25.772,28.21482,28.21502,NA,Pretoria,South Africa,za,City of Tshwane Metropolitan Municipality,NA,0011,George Storrar Drive,Gauteng,Tshwane Ward 59,NA,NA,NA,NA,NA,NA,Cafe 41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28.45292147504034,-26.29332755795886,"Clicks, Ramona Road, Ekurhuleni Ward 76, Springs, City of Ekurhuleni Metropolitan Municipality, Gauteng, 1559, South Africa",17127631,node,1630954427,Clicks,-26.2933275,28.4529215,-26.2934275,-26.2932275,28.4528215,28.4530215,NA,NA,South Africa,za,City of Ekurhuleni Metropolitan Municipality,NA,1559,Ramona Road,Gauteng,Ekurhuleni Ward 76,Clicks,NA,NA,Springs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31.466266951281018,-28.890180995447,"Eshowe District Hospital, Kangela Street, Norwood Park, uMlalazi Ward 11, uMlalazi Local Municipality, King Cetswayo District Municipality, KwaZulu-Natal, 3815, South Africa",147769866,way,256716507,Eshowe District Hospital,-28.890244199999998,31.466299583731256,-28.8916373,-28.8888051,31.4654256,31.4670123,NA,uMlalazi Local Municipality,South Africa,za,King Cetswayo District Municipality,Norwood Park,3815,Kangela Street,KwaZulu-Natal,uMlalazi Ward 11,NA,Eshowe District Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20.44021758317143,-34.02309284831196,"140, Voortrek Street, Swellendam, Swellendam Ward 4, Swellendam Local Municipality, Overberg District Municipality, Western Cape, 6740, South Africa",134060724,way,194741243,NA,-34.02318015,20.44035421536408,-34.0233222,-34.0230121,20.4401859,20.4405184,NA,Swellendam Local Municipality,South Africa,za,Overberg District Municipality,NA,6740,Voortrek Street,Western Cape,Swellendam Ward 4,NA,NA,NA,NA,NA,NA,NA,140,Swellendam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22.11385197111852,-34.183848614905514,"Medi Cross, Tolbos Crescent, Fignbosch Park, Mossel Bay Ward 6, Mossel Bay Local Municipality, Garden Route District Municipality, Western Cape, 6500, South Africa",24927546,node,2452000559,Medi Cross,-34.1838486,22.113852,-34.1839486,-34.1837486,22.113752,22.113952,NA,Mossel Bay Local Municipality,South Africa,za,Garden Route District Municipality,Fignbosch Park,6500,Tolbos Crescent,Western Cape,Mossel Bay Ward 6,NA,NA,NA,NA,Medi Cross,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28.320525626377275,-25.73213726372481,"Elsabe, Loerie Street, Tshwane Ward 43, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0127, South Africa",52585529,node,4226538948,Elsabe,-25.7321372,28.3205257,-25.7322372,-25.7320372,28.3204257,28.3206257,NA,Pretoria,South Africa,za,City of Tshwane Metropolitan Municipality,NA,0127,Loerie Street,Gauteng,Tshwane Ward 43,NA,NA,NA,NA,NA,NA,NA,NA,NA,Elsabe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28.23295996774263,-25.750260028033352,"Jules, Festival Street, Tshwane Ward 56, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0028, South Africa",4717747,node,538480067,Jules,-25.75026,28.23296,-25.75036,-25.75016,28.23286,28.23306,NA,Pretoria,South Africa,za,City of Tshwane Metropolitan Municipality,NA,0028,Festival Street,Gauteng,Tshwane Ward 56,Jules,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25.56835102104469,-33.94755522073129,"Dr Kolnick, 3rd Avenue, Newton Park, Port Elizabeth, Nelson Mandela Bay Metropolitan Municipality, Eastern Cape, 7162, South Africa",7518568,node,833378660,Dr Kolnick,-33.9475552,25.5683511,-33.9476552,-33.9474552,25.5682511,25.5684511,NA,Port Elizabeth,South Africa,za,Nelson Mandela Bay Metropolitan Municipality,NA,7162,3rd Avenue,Eastern Cape,Newton Park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dr Kolnick,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32.33693459145373,-26.94389640279816,"Bhekabantu Clinic, L1738, uMhlabuyalingana Ward 16, uMhlabuyalingana Local Municipality, Umkhanyakude District Municipality, KwaZulu-Natal, South Africa",200956815,way,544537625,Bhekabantu Clinic,-26.943889849999998,32.33693465729331,-26.9443722,-26.9434182,32.3364946,32.3373596,NA,uMhlabuyalingana Local Municipality,South Africa,za,Umkhanyakude District Municipality,NA,NA,L1738,KwaZulu-Natal,uMhlabuyalingana Ward 16,NA,NA,NA,NA,Bhekabantu Clinic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18.585573481621367,-34.04132508027595,"Cell C Westgate Mall, Jakes Gerwel Drive, Cape Town Ward 75, Mitchells Plain, City of Cape Town, Western Cape, 7798, South Africa",127698342,way,171761858,Cell C Westgate Mall,-34.0410371,18.586333759976128,-34.0419872,-34.0400336,18.5846989,18.5879476,NA,NA,South Africa,za,City of Cape Town,NA,7798,Jakes Gerwel Drive,Western Cape,Cape Town Ward 75,NA,NA,NA,Mitchells Plain,NA,NA,NA,NA,NA,NA,NA,Cell C Westgate Mall,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28.232799789572965,-26.13146940345993,"OR Tambo International Terminal, R21, Ekurhuleni Ward 17, Kempton Park, City of Ekurhuleni Metropolitan Municipality, Gauteng, GAUTENG 3000, South Africa",99091136,way,42055017,OR Tambo International Terminal,-26.1330912,28.23200876696871,-26.1368791,-26.1292384,28.229051,28.2365437,OR Tambo International Terminal,NA,South Africa,za,City of Ekurhuleni Metropolitan Municipality,NA,GAUTENG 3000,R21,Gauteng,Ekurhuleni Ward 17,NA,NA,NA,Kempton Park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28.295870887382442,-30.66004745169727,"Elundini Ward 10, Elundini Local Municipality, Joe Gqabi District Municipality, Eastern Cape, South Africa",173502764,way,369356061,NA,-30.659586433476058,28.29584734184104,-30.6712376,-30.626743,28.2796994,28.4756599,NA,Elundini Local Municipality,South Africa,za,Joe Gqabi District Municipality,NA,NA,NA,Eastern Cape,Elundini Ward 10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27.651963331064866,-26.33050116045792,"Westonaria Municipal Clinic, Mercurius street, Westonaria Ward 6, Westonaria Local Municipality, West Rand District Municipality, Gauteng, 1779, South Africa",179974734,way,414029343,Westonaria Municipal Clinic,-26.330540749999997,27.65199542747647,-26.3307581,-26.3303164,27.6517556,27.6521444,NA,Westonaria Local Municipality,South Africa,za,West Rand District Municipality,NA,1779,Mercurius street,Gauteng,Westonaria Ward 6,NA,NA,NA,NA,Westonaria Municipal Clinic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28.072804177778238,-26.202023319051705,"Keen Care Pharmacy, Commissioner Street, Maboneng Precinct, Johannesburg Ward 61, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa",66912863,node,5830820026,Keen Care Pharmacy,-26.2019974,28.0728411,-26.2020974,-26.2018974,28.0727411,28.0729411,NA,Johannesburg,South Africa,za,City of Johannesburg Metropolitan Municipality,Maboneng Precinct,2001,Commissioner Street,Gauteng,Johannesburg Ward 61,Keen Care Pharmacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18.359258511586432,-34.03222282553079,"Dr Stockton, Penzance Avenue, Cape Town Ward 74, Hout Bay, City of Cape Town, Western Cape, 7872, South Africa",169367060,way,361850756,Dr Stockton,-34.0322237,18.359258723754934,-34.0322839,-34.0321611,18.3592044,18.3593121,NA,NA,South Africa,za,City of Cape Town,NA,7872,Penzance Avenue,Western Cape,Cape Town Ward 74,NA,NA,NA,Hout Bay,Dr Stockton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28.029803924850683,-26.235735417434626,"SPCA BOOYSENSB, West Turffontein Road, Johannesburg Ward 124, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2091, South Africa",59088598,node,4948658722,SPCA BOOYSENSB,-26.2357354,28.029804,-26.2358354,-26.2356354,28.029704,28.029904,NA,Johannesburg,South Africa,za,City of Johannesburg Metropolitan Municipality,NA,2091,West Turffontein Road,Gauteng,Johannesburg Ward 124,NA,SPCA BOOYSENSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26.77669323348733,-27.967835541729436,"Ernest Oppenheimer Hospital, Eckstein Road, Matjhabeng Ward 32, Matjhabeng Local Municipality, Lejweleputswa District Municipality, Free State, 9463, South Africa",185477641,way,446534326,Ernest Oppenheimer Hospital,-27.9685353,26.77651786553936,-27.9724691,-27.9638374,26.7730213,26.7801879,NA,Matjhabeng Local Municipality,South Africa,za,Lejweleputswa District Municipality,NA,9463,Eckstein Road,Free State,Matjhabeng Ward 32,NA,Ernest Oppenheimer Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28.040795701215345,-26.20607714270254,"The Rand Club, Commissioner Street, Gandhi Sq Precinct, Johannesburg Ward 124, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa",224174994,way,692307927,The Rand Club,-26.205891100000002,28.041004617430097,-26.2061387,-26.2056556,28.0406621,28.0413481,NA,Johannesburg,South Africa,za,City of Johannesburg Metropolitan Municipality,NA,2001,Commissioner Street,Gauteng,Johannesburg Ward 124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Rand Club,Gandhi Sq Precinct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26.29428689410841,-32.70010994752854,"Adelaide Provincial Hospital, R344, Nxuba Ward 2, Nxuba Local Municipality, Amathole District Municipality, Eastern Cape, South Africa",138585097,way,218396410,Adelaide Provincial Hospital,-32.699776850000006,26.29417500333221,-32.7013546,-32.698952,26.2929295,26.2960151,NA,Nxuba Local Municipality,South Africa,za,Amathole District Municipality,NA,NA,R344,Eastern Cape,Nxuba Ward 2,NA,Adelaide Provincial Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28.044954885389075,-26.190766003994526,"Esselen Clinic, King George Street, Johannesburg Ward 63, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa",230574960,way,723937561,Esselen Clinic,-26.1907101,28.044944573360517,-26.1908669,-26.1905533,28.0448342,28.0450549,NA,Johannesburg,South Africa,za,City of Johannesburg Metropolitan Municipality,NA,2001,King George Street,Gauteng,Johannesburg Ward 63,NA,NA,NA,NA,Esselen Clinic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28.314813191726472,-25.8241603346481,"Woodlands Boulevard shopping centre, , Vista Valley, Tshwane Ward 91, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, South Africa",212432660,way,619381958,Woodlands Boulevard shopping centre,-25.8237631,28.313645499251997,-25.8255176,-25.8220266,28.3104683,28.3164943,NA,Pretoria,South Africa,za,City of Tshwane Metropolitan Municipality,NA,NA,NA,Gauteng,Tshwane Ward 91,NA,NA,NA,NA,NA,NA,NA,NA,Vista Valley,NA,NA,Woodlands Boulevard shopping centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
