country,admin1_name,fac_name,type,org_owner,lat,long,country_iso3c,admin1_abb
South Africa,Eastern Cape,Amahleke Clinic,Clinic,MoH,-32.8337,27.22825,ZAF,EC
South Africa,Eastern Cape,Amandengane Clinic,Clinic,MoH,-31.0861,29.75053,ZAF,EC
South Africa,Eastern Cape,Amantshangase Clinic,Clinic,MoH,-30.8396,29.58773,ZAF,EC
South Africa,Eastern Cape,Amathole Basin Clinic,Clinic,MoH,-32.6958,26.993,ZAF,EC
South Africa,Eastern Cape,Amatola TB Clinic,Clinic,MoH,-32.89,27.39,ZAF,EC
South Africa,Eastern Cape,Andries Vosloo Hospital,District Hospital,MoH,-32.7218,25.59525,ZAF,EC
South Africa,Eastern Cape,Andrieskraal Clinic,Clinic,MoH,-33.7465,24.64038,ZAF,EC
South Africa,Eastern Cape,Anglo African Street Clinic,Clinic,MoH,-33.31,26.52464,ZAF,EC
South Africa,Eastern Cape,Asherville Clinic,Clinic,MoH,-32.2703,24.55555,ZAF,EC
South Africa,Eastern Cape,Askeaton Clinic,Clinic,MoH,-31.6252,27.46074,ZAF,EC
South Africa,Eastern Cape,Aspiranza Clinic,Clinic,MoH,-33.0191,27.84991,ZAF,EC
South Africa,Eastern Cape,Assina Mandla Clinic,Clinic,MoH,-32.7504,26.7941,ZAF,EC
South Africa,Eastern Cape,Bacclesfarm Clinic,Clinic,MoH,-32.0399,26.45647,ZAF,EC
South Africa,Eastern Cape,Badi Clinic,Clinic,MoH,-32.287,28.66265,ZAF,EC
South Africa,Eastern Cape,Bala Clinic,Clinic,MoH,-30.9902,29.53691,ZAF,EC
South Africa,Eastern Cape,Baleni Clinic,Clinic,MoH,-31.1591,29.97147,ZAF,EC
South Africa,Eastern Cape,Balfour Clinic,Clinic,MoH,-32.5457,26.68213,ZAF,EC
South Africa,Eastern Cape,Bambisana Gateway Clinic,Clinic,MoH,-31.4508,29.4546,ZAF,EC
South Africa,Eastern Cape,Bambisana Hospital,District Hospital,MoH,-31.4501,29.45397,ZAF,EC
South Africa,Eastern Cape,Banzi Clinic,Clinic,MoH,-32.1263,27.51978,ZAF,EC
South Africa,Eastern Cape,Baroda Clinic,Clinic,MoH,-32.0021,25.51025,ZAF,EC
South Africa,Eastern Cape,Bathurst Clinic,Clinic,MoH,-33.493699,26.83122,ZAF,EC
South Africa,Eastern Cape,Baviaans Clinic,Clinic,MoH,-33.3246,24.34423,ZAF,EC
South Africa,Eastern Cape,Baziya CHC,Community Health Centre,MoH,-31.6151,28.38365,ZAF,EC
South Africa,Eastern Cape,Beacon Bay Clinic,Clinic,MoH,-32.9679,27.93835,ZAF,EC
South Africa,Eastern Cape,Beatrice Ngwentle Clinic,Clinic,MoH,-32.7175,25.59153,ZAF,EC
South Africa,Eastern Cape,Bedford Clinic,Clinic,MoH,-32.6793,26.088811,ZAF,EC
South Africa,Eastern Cape,Bedford Hospital,District Hospital,MoH,-32.6762,26.083139,ZAF,EC
South Africa,Eastern Cape,Beestekraal Clinic,Clinic,MoH,-31.5196,27.80971,ZAF,EC
South Africa,Eastern Cape,Bengu Clinic Emalahleni,Clinic,MoH,-31.7927,27.335408,ZAF,EC
South Africa,Eastern Cape,Bensonvale Clinic,Clinic,MoH,-30.5822,27.35663,ZAF,EC
South Africa,Eastern Cape,Bergsig Clinic,Clinic,MoH,-33.3873,25.44973,ZAF,EC
South Africa,Eastern Cape,Berlin Clinic,Clinic,MoH,-32.8839,27.577761,ZAF,EC
South Africa,Eastern Cape,Bethania Clinic,Clinic,MoH,-30.6228,28.33295,ZAF,EC
South Africa,Eastern Cape,Bezuidenhoutville Clinic,Clinic,MoH,-32.688,26.29813,ZAF,EC
South Africa,Eastern Cape,Bhele Clinic,Clinic,MoH,-33.2026,27.18268,ZAF,EC
South Africa,Eastern Cape,Bhisho Gateway Clinic,Clinic,MoH,-32.8277,27.4551,ZAF,EC
South Africa,Eastern Cape,Bhisho Hospital,District Hospital,MoH,-32.8277,27.45516,ZAF,EC
South Africa,Eastern Cape,Bhisho Parliament Clinic,Clinic,MoH,-32.8639,27.42898,ZAF,EC
South Africa,Eastern Cape,Bhongweni Clinic,Clinic,MoH,-32.7449,25.79826,ZAF,EC
South Africa,Eastern Cape,Bilatye Clinic,Clinic,MoH,-31.9464,27.365139,ZAF,EC
South Africa,Eastern Cape,Bityi Clinic,Clinic,MoH,-31.7942,28.523408,ZAF,EC
South Africa,Eastern Cape,BJ Vorster  Hospital Kareedouw,District Hospital,MoH,-33.9515,24.29786,ZAF,EC
South Africa,Eastern Cape,Bluegums Clinic,Clinic,MoH,-30.5475,27.232414,ZAF,EC
South Africa,Eastern Cape,Bodweni Clinic,Clinic,MoH,-31.185,29.55156,ZAF,EC
South Africa,Eastern Cape,Bokleni Clinic,Clinic,MoH,-31.5946,28.19492,ZAF,EC
South Africa,Eastern Cape,Bolotwa Clinic Confimvaba,Clinic,MoH,-31.5919,27.20089,ZAF,EC
South Africa,Eastern Cape,Bolotwa Clinic Idutywa,Clinic,MoH,-31.917,28.29209,ZAF,EC
South Africa,Eastern Cape,Bomvana Clinic,Clinic,MoH,-32.1132,28.80161,ZAF,EC
South Africa,Eastern Cape,Bomvini Clinic,Clinic,MoH,-31.4018,29.472362,ZAF,EC
South Africa,Eastern Cape,Boomplaas Clinic,Clinic,MoH,-31.5129,27.17074,ZAF,EC
South Africa,Eastern Cape,Booysens Park Clinic,Clinic,MoH,-33.862,25.45872,ZAF,EC
South Africa,Eastern Cape,Braelyn Clinic,Clinic,MoH,-32.9999,27.8793,ZAF,EC
South Africa,Eastern Cape,Braelyn Extension Clinic,Clinic,MoH,-33.004,27.86104,ZAF,EC
South Africa,Eastern Cape,Breidbach Clinic,Clinic,MoH,-32.8881,27.44361,ZAF,EC
South Africa,Eastern Cape,Brister House Clinic,Clinic,MoH,-33.9575,25.61869,ZAF,EC
South Africa,Eastern Cape,Brug Straat Clinic Jansenville,Clinic,MoH,-32.9481,24.66555,ZAF,EC
South Africa,Eastern Cape,Buchele Clinic,Clinic,MoH,-31.4956,29.621748,ZAF,EC
South Africa,Eastern Cape,Bulembu Clinic,Clinic,MoH,-32.8734,27.26767,ZAF,EC
South Africa,Eastern Cape,Buntingville Clinic,Clinic,MoH,-31.6338,28.86661,ZAF,EC
South Africa,Eastern Cape,Burgersdorp Clinic,Clinic,MoH,-30.9948,26.3321,ZAF,EC
South Africa,Eastern Cape,Burgersdorp Hospital,District Hospital,MoH,-30.9935,26.31398,ZAF,EC
South Africa,Eastern Cape,Burnshill Clinic,Clinic,MoH,-32.769,27.0551,ZAF,EC
South Africa,Eastern Cape,Butterworth Gateway Clinic,Clinic,MoH,-32.332299,28.13877,ZAF,EC
South Africa,Eastern Cape,Butterworth Hospital,District Hospital,MoH,-32.3323,28.13877,ZAF,EC
South Africa,Eastern Cape,Caba Clinic,Clinic,MoH,-30.9363,28.71145,ZAF,EC
South Africa,Eastern Cape,Caguba Clinic,Clinic,MoH,-31.6237,29.4494,ZAF,EC
South Africa,Eastern Cape,Cala Hospital,District Hospital,MoH,-31.5223,27.68274,ZAF,EC
South Africa,Eastern Cape,Cambridge Clinic,Clinic,MoH,-32.9779,27.88947,ZAF,EC
South Africa,Eastern Cape,Cancele Clinic,Clinic,MoH,-30.8479,28.78897,ZAF,EC
South Africa,Eastern Cape,Canzibe Gateway Clinic,Clinic,MoH,-31.8088,29.06584,ZAF,EC
South Africa,Eastern Cape,Canzibe Hospital,District Hospital,MoH,-31.8088,29.06588,ZAF,EC
South Africa,Eastern Cape,Cata Clinic,Clinic,MoH,-32.5948,27.12479,ZAF,EC
South Africa,Eastern Cape,Cathcart Clinic,Clinic,MoH,-32.2983,27.14451,ZAF,EC
South Africa,Eastern Cape,Cathcart Hospital,District Hospital,MoH,-32.2902,27.13691,ZAF,EC
South Africa,Eastern Cape,CC Lloyd Clinic,Clinic,MoH,-32.775,26.63361,ZAF,EC
South Africa,Eastern Cape,Cecilia Makiwane Hospital,Regional Hospital,MoH,-32.9278,27.74422,ZAF,EC
South Africa,Eastern Cape,Central CHC Sandford,Community Health Centre,MoH,-33.958,25.60172,ZAF,EC
South Africa,Eastern Cape,Central Clinic East London,Clinic,MoH,-33.0168,27.90585,ZAF,EC
South Africa,Eastern Cape,Central Clinic King William's Town,Clinic,MoH,-32.8794,27.39542,ZAF,EC
South Africa,Eastern Cape,Central Clinic Port Elizabeth,Clinic,MoH,-33.9643,25.6133,ZAF,EC
South Africa,Eastern Cape,Chatty Clinic,Clinic,MoH,-33.8732,25.49539,ZAF,EC
South Africa,Eastern Cape,Chris Hani Clinic,Clinic,MoH,-32.9546,27.92509,ZAF,EC
South Africa,Eastern Cape,Cimezile Clinic,Clinic,MoH,-32.274,26.62354,ZAF,EC
South Africa,Eastern Cape,Civic Centre Clinic Mthatha,Clinic,MoH,-31.5826,28.78992,ZAF,EC
South Africa,Eastern Cape,Clarkebury Clinic,Clinic,MoH,-31.7919,28.28793,ZAF,EC
South Africa,Eastern Cape,Clarkson Clinic,Clinic,MoH,-34.0104,24.29446,ZAF,EC
South Africa,Eastern Cape,Cloete Joubert Hospital  Barkly East,District Hospital,MoH,-30.9676,27.58507,ZAF,EC
South Africa,Eastern Cape,Coega Satellite Clinic,Satellite Clinic,MoH,-33.7567,25.65792,ZAF,EC
South Africa,Eastern Cape,Cofimvaba Hospital,District Hospital,MoH,-32.0119,27.58348,ZAF,EC
South Africa,Eastern Cape,Colchester Health Post,Health Post,MoH,-33.683,25.8,ZAF,EC
South Africa,Eastern Cape,Coldstream Satellite Clinic,Satellite Clinic,MoH,-33.9618,23.70077,ZAF,EC
South Africa,Eastern Cape,Collondale Satellite Clinic,Satellite Clinic,MoH,-33.0397,27.8188,ZAF,EC
South Africa,Eastern Cape,Cradock Gateway Clinic,Clinic,MoH,-32.1689,25.616194,ZAF,EC
South Africa,Eastern Cape,Cradock Hospital,District Hospital,MoH,-32.1673,25.62243,ZAF,EC
South Africa,Eastern Cape,Cumakala 1 Clinic,Clinic,MoH,-32.5571,27.44754,ZAF,EC
South Africa,Eastern Cape,Cumakala 2 Clinic,Clinic,MoH,-32.5629,27.44868,ZAF,EC
South Africa,Eastern Cape,Cumakala Satellite Clinic,Satellite Clinic,MoH,-31.6481,27.224568,ZAF,EC
South Africa,Eastern Cape,Cwecweni Clinic,Clinic,MoH,-31.9367,28.05575,ZAF,EC
South Africa,Eastern Cape,Cwele Clinic,Clinic,MoH,-31.672,29.21289,ZAF,EC
South Africa,Eastern Cape,Cwili Clinic,Clinic,MoH,-32.677,28.36332,ZAF,EC
South Africa,Eastern Cape,Daliwe Clinic,Clinic,MoH,-32.3019,27.15127,ZAF,EC
South Africa,Eastern Cape,Daliwonga Clinic,Clinic,MoH,-31.1052,29.9072,ZAF,EC
South Africa,Eastern Cape,Debe Nek Clinic,Clinic,MoH,-32.8458,27.13793,ZAF,EC
South Africa,Eastern Cape,Didimana Clinic,Clinic,MoH,-32.1758,26.8186,ZAF,EC
South Africa,Eastern Cape,Dimbaza CHC,Community Health Centre,MoH,-32.8352,27.21388,ZAF,EC
South Africa,Eastern Cape,Donnington Clinic,Clinic,MoH,-32.7236,27.42576,ZAF,EC
South Africa,Eastern Cape,Dora Nginza Hospital,Regional Hospital,MoH,-33.8825,25.563114,ZAF,EC
South Africa,Eastern Cape,Dordrecht Clinic,Clinic,MoH,-31.3748,27.04622,ZAF,EC
South Africa,Eastern Cape,Dordrecht Hospital,District Hospital,MoH,-31.3913,27.045615,ZAF,EC
South Africa,Eastern Cape,Double Falls Clinic,Clinic,MoH,-31.3739,29.12298,ZAF,EC
South Africa,Eastern Cape,Dr CL Bikitsha Clinic,Clinic,MoH,-32.2782,28.10553,ZAF,EC
South Africa,Eastern Cape,Dr Malizo Mpehle Memorial Hospital,District Hospital,MoH,-31.3165,28.778056,ZAF,EC
South Africa,Eastern Cape,Drake Road Clinic,Clinic,MoH,-32.9857,27.9292,ZAF,EC
South Africa,Eastern Cape,Du Preez Street Clinic,Clinic,MoH,-33.8033,25.46274,ZAF,EC
South Africa,Eastern Cape,Duncan Village CHC,Community Health Centre,MoH,-33.0078,27.88599,ZAF,EC
South Africa,Eastern Cape,Dundee Clinic,Clinic,MoH,-30.7489,29.4183,ZAF,EC
South Africa,Eastern Cape,Dungu Clinic,Clinic,MoH,-30.9569,29.30276,ZAF,EC
South Africa,Eastern Cape,Edamini Clinic,Clinic,MoH,-33.8327,25.38563,ZAF,EC
South Africa,Eastern Cape,Efata Clinic,Clinic,MoH,-31.5697,28.7242,ZAF,EC
South Africa,Eastern Cape,Ekuphumleni Clinic,Clinic,MoH,-32.1781,26.781860000000002,ZAF,EC
South Africa,Eastern Cape,Ekuphumleni Satellite Clinic Nelson Mandela Bay,Satellite Clinic,MoH,-33.8545,25.29028,ZAF,EC
South Africa,Eastern Cape,Elliot Clinic,Clinic,MoH,-31.3333,27.84953,ZAF,EC
South Africa,Eastern Cape,Elliot Hospital,District Hospital,MoH,-31.3371,27.83797,ZAF,EC
South Africa,Eastern Cape,Elucwecwe Clinic,Clinic,MoH,-31.7338,27.8688,ZAF,EC
South Africa,Eastern Cape,Eluhewini Clinic,Clinic,MoH,-31.7058,28.12643,ZAF,EC
South Africa,Eastern Cape,Elukholweni Clinic,Clinic,MoH,-30.6329,28.84811,ZAF,EC
South Africa,Eastern Cape,Eluxolweni Clinic,Clinic,MoH,-31.6433,25.80519,ZAF,EC
South Africa,Eastern Cape,Empilisweni Clinic,Clinic,MoH,-31.1936,28.23954,ZAF,EC
South Africa,Eastern Cape,Empilisweni Hospital,District Hospital,MoH,-30.5332,27.35337,ZAF,EC
South Africa,Eastern Cape,Empilweni Gompo CHC,Community Health Centre,MoH,-33.0145,27.84894,ZAF,EC
South Africa,Eastern Cape,Engojini Clinic,Clinic,MoH,-32.2239,26.75392,ZAF,EC
South Africa,Eastern Cape,Esilindini Clinic,Clinic,MoH,-30.5439,27.33027,ZAF,EC
South Africa,Eastern Cape,Ethembeni Clinic,Clinic,MoH,-32.7628,27.43183,ZAF,EC
South Africa,Eastern Cape,Eureka Clinic,Clinic,MoH,-31.0103,26.31904,ZAF,EC
South Africa,Eastern Cape,Ezibeleni Clinic,Clinic,MoH,-31.9081,26.95643,ZAF,EC
South Africa,Eastern Cape,Ezingcuka Clinic,Clinic,MoH,-31.3005,28.658251,ZAF,EC
South Africa,Eastern Cape,Fezeka NU 3 Clinic,Clinic,MoH,-32.9319,27.75319,ZAF,EC
South Africa,Eastern Cape,Fish River Clinic,Clinic,MoH,-31.9119,25.41589,ZAF,EC
South Africa,Eastern Cape,Flagstaff Clinic,Clinic,MoH,-31.0803,29.4969,ZAF,EC
South Africa,Eastern Cape,Fort Beaufort Gateway Clinic,Clinic,MoH,-32.7816,26.6348,ZAF,EC
South Africa,Eastern Cape,Fort Beaufort Hospital,District Hospital,MoH,-32.7802,26.633571,ZAF,EC
South Africa,Eastern Cape,Fort Grey Clinic,Clinic,MoH,-33.037,27.80318,ZAF,EC
South Africa,Eastern Cape,Fort Malan Clinic,Clinic,MoH,-32.1513,28.52353,ZAF,EC
South Africa,Eastern Cape,Frankfort Clinic,Clinic,MoH,-32.7202,27.45267,ZAF,EC
South Africa,Eastern Cape,Fransbury Clinic,Clinic,MoH,-31.9642,27.07476,ZAF,EC
South Africa,Eastern Cape,Frere Gateway Clinic,Clinic,MoH,-32.9971,27.88982,ZAF,EC
South Africa,Eastern Cape,Frere Hospital,Provincial Tertiary Hospital,MoH,-32.9959,27.89156,ZAF,EC
South Africa,Eastern Cape,Frontier Hospital,Regional Hospital,MoH,-31.8892,26.871347,ZAF,EC
South Africa,Eastern Cape,Gardens Clinic,Clinic,MoH,-31.8949,26.8719,ZAF,EC
South Africa,Eastern Cape,Gcaleka Clinic,Clinic,MoH,-32.3379,28.31987,ZAF,EC
South Africa,Eastern Cape,Gelvandale Clinic,Clinic,MoH,-33.9165,25.54914,ZAF,EC
South Africa,Eastern Cape,Gilton Clinic,Clinic,MoH,-32.6618,26.94244,ZAF,EC
South Africa,Eastern Cape,Ginsberg Clinic,Clinic,MoH,-32.8921,27.38547,ZAF,EC
South Africa,Eastern Cape,Glen Grey Hospital,District Hospital,MoH,-31.719898999999998,27.19939,ZAF,EC
South Africa,Eastern Cape,Glenmore Clinic,Clinic,MoH,-33.1426,26.85843,ZAF,EC
South Africa,Eastern Cape,Gompo A Ndende Clinic,Clinic,MoH,-33.0072,27.87616,ZAF,EC
South Africa,Eastern Cape,Gompo B Jwayi Clinic,Clinic,MoH,-33.0167,27.8578,ZAF,EC
South Africa,Eastern Cape,Gompo C Jabavu Clinic,Clinic,MoH,-33.0116,27.86389,ZAF,EC
South Africa,Eastern Cape,Gonubie Clinic,Clinic,MoH,-32.9415,28.02194,ZAF,EC
South Africa,Eastern Cape,Good Hope Clinic,Clinic,MoH,-31.3274,29.26024,ZAF,EC
South Africa,Eastern Cape,Goso Forest Clinic,Clinic,MoH,-31.2331,29.37326,ZAF,EC
South Africa,Eastern Cape,Govan Mbeki Clinic,Clinic,MoH,-33.9481,25.60637,ZAF,EC
South Africa,Eastern Cape,Gqaga Clinic,Clinic,MoH,-31.5541,28.2108,ZAF,EC
South Africa,Eastern Cape,Gqaqhala Clinic,Clinic,MoH,-31.2828,28.387472,ZAF,EC
South Africa,Eastern Cape,Gqebera CHC,Community Health Centre,MoH,-33.9861,25.58886,ZAF,EC
South Africa,Eastern Cape,Gqogqora Clinic,Clinic,MoH,-31.9805,27.8884,ZAF,EC
South Africa,Eastern Cape,Gqubeni Clinic,Clinic,MoH,-31.5521,29.458749,ZAF,EC
South Africa,Eastern Cape,Gqunqe Clinic,Clinic,MoH,-32.4688,28.56265,ZAF,EC
South Africa,Eastern Cape,Graaff-Reinet Day Hospital,Community Health Centre,MoH,-32.2728,24.55239,ZAF,EC
South Africa,Eastern Cape,Gracey Clinic,Clinic,MoH,-32.5787,25.12838,ZAF,EC
South Africa,Eastern Cape,Grahamstown Clinic,Clinic,MoH,-33.311599,26.52639,ZAF,EC
South Africa,Eastern Cape,Grahamstown FP Clinic,Clinic,MoH,-33.3116,26.52639,ZAF,EC
South Africa,Eastern Cape,Grainvalley Clinic,Clinic,MoH,-32.2376,28.04856,ZAF,EC
South Africa,Eastern Cape,Greenfields Clinic,Clinic,MoH,-33.0352,27.86405,ZAF,EC
South Africa,Eastern Cape,Greenville Gateway Clinic,Clinic,MoH,-30.919,30.09949,ZAF,EC
South Africa,Eastern Cape,Greenville Hospital,District Hospital,MoH,-30.9316,30.108882,ZAF,EC
South Africa,Eastern Cape,Grey Gateway Clinic,Clinic,MoH,-32.8796,27.39581,ZAF,EC
South Africa,Eastern Cape,Grey Hospital,District Hospital,MoH,-32.8793,27.39579,ZAF,EC
South Africa,Eastern Cape,Guba Clinic,Clinic,MoH,-31.5354,27.2793,ZAF,EC
South Africa,Eastern Cape,Gubenxa Clinic,Clinic,MoH,-31.7174,27.82102,ZAF,EC
South Africa,Eastern Cape,Gura Clinic,Clinic,MoH,-31.0266,28.84105,ZAF,EC
South Africa,Eastern Cape,Gustav Lamour Clinic,Clinic,MoH,-33.8159,25.46387,ZAF,EC
South Africa,Eastern Cape,Gwabeni Clinic,Clinic,MoH,-33.0961,26.96185,ZAF,EC
South Africa,Eastern Cape,Gwadana Clinic,Clinic,MoH,-32.1429,28.28887,ZAF,EC
South Africa,Eastern Cape,Gwadu Clinic,Clinic,MoH,-32.2203,28.66774,ZAF,EC
South Africa,Eastern Cape,Gwatyu Clinic,Clinic,MoH,-32.0169,27.31561,ZAF,EC
South Africa,Eastern Cape,Gxulu Clinic,Clinic,MoH,-32.6452,27.10986,ZAF,EC
South Africa,Eastern Cape,Gxwederha Clinic,Clinic,MoH,-32.8416,26.78648,ZAF,EC
South Africa,Eastern Cape,Hackney Clinic,Clinic,MoH,-32.3144,26.64521,ZAF,EC
South Africa,Eastern Cape,Hamburg Clinic,Clinic,MoH,-33.2905,27.4733,ZAF,EC
South Africa,Eastern Cape,Haytor Clinic,Clinic,MoH,-32.2942,26.77051,ZAF,EC
South Africa,Eastern Cape,Healdtown Clinic,Clinic,MoH,-32.7315,26.70145,ZAF,EC
South Africa,Eastern Cape,Hebe-Hebe Clinic,Clinic,MoH,-32.236,27.83032,ZAF,EC
South Africa,Eastern Cape,Helenvale Clinic,Clinic,MoH,-33.9113,25.55133,ZAF,EC
South Africa,Eastern Cape,Herschel Clinic,Clinic,MoH,-30.6147,27.16438,ZAF,EC
South Africa,Eastern Cape,Hewu Hospital,District Hospital,MoH,-32.1727,26.80522,ZAF,EC
South Africa,Eastern Cape,High Street Clinic,Clinic,MoH,-32.1686,25.61616,ZAF,EC
South Africa,Eastern Cape,Highview Clinic,Clinic,MoH,-32.4351,27.94669,ZAF,EC
South Africa,Eastern Cape,Hillside Clinic Nkonkobe,Clinic,MoH,-32.7522,26.63978,ZAF,EC
South Africa,Eastern Cape,Hillside Clinic Senqu,Clinic,MoH,-30.561,27.564216,ZAF,EC
South Africa,Eastern Cape,Hilton Clinic,Clinic,MoH,-30.6971,26.70189,ZAF,EC
South Africa,Eastern Cape,Hlabatshane Clinic,Clinic,MoH,-31.7449,28.85659,ZAF,EC
South Africa,Eastern Cape,Hlala Uphilile Clinic,Clinic,MoH,-31.381,27.03673,ZAF,EC
South Africa,Eastern Cape,Hlamandana Clinic,Clinic,MoH,-30.8176,29.720125,ZAF,EC
South Africa,Eastern Cape,Hlangalane Clinic,Clinic,MoH,-30.9586,28.55037,ZAF,EC
South Africa,Eastern Cape,Hlankomo Clinic,Clinic,MoH,-30.9303,28.41911,ZAF,EC
South Africa,Eastern Cape,Hlomendlini Clinic,Clinic,MoH,-30.5858,27.2632,ZAF,EC
South Africa,Eastern Cape,Hobeni Clinic,Clinic,MoH,-32.175,28.87571,ZAF,EC
South Africa,Eastern Cape,Hofmeyer Clinic,Clinic,MoH,-31.6558,25.80396,ZAF,EC
South Africa,Eastern Cape,Holy Cross Gateway Clinic,Clinic,MoH,-31.0812,29.49535,ZAF,EC
South Africa,Eastern Cape,Holy Cross Hospital,District Hospital,MoH,-31.0812,29.49531,ZAF,EC
South Africa,Eastern Cape,Horseshoe Clinic,Clinic,MoH,-32.2607,24.53628,ZAF,EC
South Africa,Eastern Cape,Horton Clinic,Clinic,MoH,-33.1127,27.02162,ZAF,EC
South Africa,Eastern Cape,Hukuwa Clinic,Clinic,MoH,-32.1554,26.64698,ZAF,EC
South Africa,Eastern Cape,Humansdorp Clinic,Clinic,MoH,-34.0322,24.76844,ZAF,EC
South Africa,Eastern Cape,Humansdorp Hospital,District Hospital,MoH,-34.0302,24.78144,ZAF,EC
South Africa,Eastern Cape,Ibika Clinic,Clinic,MoH,-32.2835,28.22048,ZAF,EC
South Africa,Eastern Cape,Idutywa Nqabara Clinic,Clinic,MoH,-32.1009,28.45375,ZAF,EC
South Africa,Eastern Cape,Idutywa Village CHC,Community Health Centre,MoH,-32.097,28.29909,ZAF,EC
South Africa,Eastern Cape,Ikamvelihle Clinic,Clinic,MoH,-33.7932,25.61303,ZAF,EC
South Africa,Eastern Cape,Ilinge Clinic,Clinic,MoH,-31.9773,27.0402,ZAF,EC
South Africa,Eastern Cape,Ilita Clinic,Clinic,MoH,-32.8899,27.533847,ZAF,EC
South Africa,Eastern Cape,Imidange Clinic,Clinic,MoH,-32.7796,27.48696,ZAF,EC
South Africa,Eastern Cape,Imizamo Yetho Clinic,Clinic,MoH,-33.743,24.79744,ZAF,EC
South Africa,Eastern Cape,Imizizi Clinic,Clinic,MoH,-30.9089,29.97082,ZAF,EC
South Africa,Eastern Cape,Indwe Hospital,District Hospital,MoH,-31.4683,27.34042,ZAF,EC
South Africa,Eastern Cape,Isikelo Clinic,Clinic,MoH,-30.7866,29.76793,ZAF,EC
South Africa,Eastern Cape,Isikhoba Clinic,Clinic,MoH,-32.0098,27.58225,ZAF,EC
South Africa,Eastern Cape,Isilimela Gateway Clinic,Clinic,MoH,-31.7341,29.35891,ZAF,EC
South Africa,Eastern Cape,Isilimela Hospital,District Hospital,MoH,-31.7342,29.35888,ZAF,EC
South Africa,Eastern Cape,Isilindini Clinic,Clinic,MoH,-30.62,28.59078,ZAF,EC
South Africa,Eastern Cape,Isolomzi Clinic,Clinic,MoH,-33.8256,25.37535,ZAF,EC
South Africa,Eastern Cape,Jafta Clinic,Clinic,MoH,-32.7988,27.31083,ZAF,EC
South Africa,Eastern Cape,Jaji Clinic,Clinic,MoH,-33.3514,27.11316,ZAF,EC
South Africa,Eastern Cape,Jalamba Clinic,Clinic,MoH,-32.0169,28.73915,ZAF,EC
South Africa,Eastern Cape,Jama Clinic,Clinic,MoH,-33.3769,27.09369,ZAF,EC
South Africa,Eastern Cape,Jamestown Clinic,Clinic,MoH,-31.0868,26.844546,ZAF,EC
South Africa,Eastern Cape,Jamestown Hospital,District Hospital,MoH,-31.1236,26.8074,ZAF,EC
South Africa,Eastern Cape,Jingqi Clinic,Clinic,MoH,-32.3331,28.65779,ZAF,EC
South Africa,Eastern Cape,Joe Slovo Clinic,Clinic,MoH,-33.825,25.50272,ZAF,EC
South Africa,Eastern Cape,John Dube Clinic,Clinic,MoH,-32.9913,27.81635,ZAF,EC
South Africa,Eastern Cape,Joubertina CHC,Community Health Centre,MoH,-33.8263,23.86474,ZAF,EC
